word,R,G,B
sacrifices,30,30,30
saddle,139,69,19
sadly,79,114,164
sadness,128,128,128
safe,96,112,96
safeguard,223,152,95
safety,255,105,180
saffron,255,215,0
sag,128,128,128
saga,197,87,99
sage,144,197,144
sail,105,151,218
sailing,30,100,200
sailor,30,100,200
saint,255,255,255
saintly,212,212,212
salad,34,139,34
salamander,220,20,20
salary,34,139,34
sale,34,139,34
salesman,79,79,79
salient,255,105,180
saliva,255,255,255
sally,255,105,180
saloon,139,69,19
salt,255,255,255
salty,255,255,255
salutation,142,177,227
salute,79,50,164
salvage,139,69,19
salvation,255,255,255
salve,255,215,0
samba,220,20,20
sameness,191,116,154
samurai,30,30,30
sanctification,255,255,255
sanctified,255,255,255
sanctify,255,255,255
sanction,158,59,24
sand,216,166,6
sandal,139,69,19
sander,139,69,19
sands,139,69,19
sandy,255,215,0
sanitary,181,216,181
sanity,191,191,191
sap,30,30,30
sapphire,30,100,200
sappy,139,69,19
sarcasm,34,139,34
sarcoma,30,30,30
sardonic,30,30,30
sash,30,100,200
satanic,220,20,20
satchel,255,255,255
satellite,128,128,128
satin,180,180,180
satisfied,30,100,200
saturate,141,141,158
saturated,30,100,200
sauce,231,98,98
saucepan,128,128,128
saucer,255,255,255
saucy,243,100,6
sauerkraut,255,215,0
sauna,255,215,0
savage,220,20,20
savagery,220,20,20
savanna,34,139,34
saving,34,139,34
sawdust,139,69,19
sax,255,215,0
saxophone,255,215,0
scab,255,215,0
scabbard,139,69,19
scaffold,135,88,55
scaffolding,255,215,0
scale,128,128,128
scales,255,255,255
scalpel,128,128,128
scaly,34,139,34
scan,128,128,128
scandal,220,20,20
scandalous,125,25,25
scanty,30,30,30
scapegoat,30,30,30
scar,156,23,23
scarab,34,139,34
scarce,79,114,164
scarcely,139,69,19
scarcity,30,30,30
scare,30,30,30
scarecrow,177,117,12
scarf,220,20,20
scarlet,220,20,20
scatter,212,186,42
scavenger,30,30,30
scene,105,145,129
scenery,34,139,34
scenic,34,139,34
schematic,128,128,128
scheme,220,20,20
schism,30,30,30
scholar,84,84,109
school,139,69,19
schoolboy,30,100,200
schooling,128,0,128
schoolmaster,255,255,255
schooner,30,100,200
sciatica,220,20,20
science,255,255,255
scientist,181,178,96
scintillation,255,235,127
scintillator,255,215,0
scissors,128,128,128
scoff,125,25,25
scold,220,20,20
scolding,174,10,74
scoop,128,128,128
scope,70,119,138
scorching,220,20,20
score,220,20,20
scorn,125,25,25
scorpion,30,30,30
scotch,179,44,19
scoundrel,30,30,30
scour,255,140,0
scourge,30,30,30
scout,34,139,34
scrabble,139,69,19
scramble,255,215,0
scrambling,255,215,0
scrape,220,20,20
scrapie,30,30,30
scraping,128,128,128
scratch,125,25,25
scream,220,20,20
screaming,220,20,20
screech,237,80,10
screen,79,79,79
screwdriver,79,79,79
screwed,30,30,30
scribe,180,180,180
scrimmage,79,50,164
script,30,30,30
scroll,191,191,191
scrub,142,177,227
scrupulous,79,15,79
scrutinize,191,191,191
scrutiny,128,128,128
sculptor,255,255,255
sculpture,162,145,132
sculptured,128,128,128
scum,139,69,19
sea,30,100,200
seaboard,30,100,200
seal,237,137,137
seaman,30,100,200
seaport,30,100,200
sear,179,44,19
seared,220,20,20
seaside,30,100,200
season,86,104,26
seasoning,86,104,26
seat,156,71,46
secession,128,128,128
secluded,81,133,81
seclusion,128,64,128
secondary,133,98,73
secondhand,139,69,19
secrecy,255,255,255
secret,137,95,137
secretariat,30,30,30
secretary,128,128,128
secrete,255,255,255
secretion,142,122,15
secretive,128,128,128
secretly,128,128,128
sectarian,149,49,49
secular,128,128,128
secularism,255,255,255
security,255,255,255
sedan,139,69,19
sedate,128,128,128
sedative,128,128,128
sedge,34,139,34
sediment,139,69,19
sedimentary,139,69,19
sedition,30,30,30
seduce,220,20,20
seducing,255,105,180
seduction,237,62,100
seductive,237,62,100
seed,34,139,34
seedling,34,139,34
seek,142,142,142
seeker,255,215,0
seemingly,255,215,0
seer,127,51,93
seething,255,140,0
segment,139,69,19
segregate,30,53,86
segregated,30,30,30
segregation,128,128,128
seize,174,74,74
seizure,197,104,9
seldom,128,128,128
select,255,140,0
selection,144,139,17
selfish,220,20,20
selfishness,81,133,81
sell,32,119,117
seller,34,139,34
semblance,128,128,128
semen,128,128,128
semicolon,62,62,62
seminal,128,128,128
senescence,128,128,128
senile,128,128,128
senior,128,128,128
seniority,128,128,128
sensation,34,139,34
sense,30,100,200
senseless,255,140,0
sensitive,255,180,217
sensory,144,197,144
sensuality,220,20,20
sensuous,255,105,180
sentence,95,95,95
sentient,255,140,0
sentimental,255,105,180
sentimentality,142,102,190
sentinel,121,126,39
sentry,128,128,128
separable,255,215,0
separate,180,128,10
separately,30,30,30
separation,142,142,142
separatist,30,30,30
sepia,139,69,19
sepsis,179,44,19
sept,139,69,19
septic,128,128,128
septum,34,139,34
sequence,191,191,191
sequestered,79,79,79
sequestration,174,74,74
serenity,30,100,200
sergeant,34,139,34
serial,159,159,159
series,128,128,128
serif,30,30,30
seriousness,30,30,30
sermon,139,69,19
serpent,34,139,34
serpentine,32,84,32
serrated,128,128,128
serum,255,205,230
servant,140,123,123
serve,128,128,128
service,139,69,19
serviceable,128,128,128
servile,197,142,9
servitude,30,30,30
session,128,128,128
sessions,255,255,255
set,128,128,128
setback,30,30,30
sett,128,128,128
setter,139,69,19
settle,81,133,81
seventh,255,215,0
seventy,30,100,200
sever,128,128,128
severable,220,20,20
severally,255,255,255
severely,30,30,30
severity,79,79,79
sew,255,215,0
sewage,139,69,19
sewer,139,69,19
sewerage,139,69,19
sex,255,105,180
sexuality,255,105,180
sexy,220,20,20
shabby,139,69,19
shack,139,69,19
shackle,110,77,77
shade,62,62,62
shades,30,30,30
shading,30,30,30
shadow,79,79,79
shadowy,128,128,128
shady,95,95,95
shaft,125,25,25
shag,191,134,64
shaggy,139,69,19
shake,255,177,0
shaking,142,122,15
shaky,191,171,64
sham,138,110,44
shaman,30,30,30
shame,125,60,110
shameless,30,30,30
shanghai,30,30,30
shank,62,62,62
shanty,128,128,128
shapely,255,105,180
share,106,114,138
shark,128,128,128
sharpen,220,20,20
sharpener,128,128,128
shatter,79,79,79
shattered,220,20,20
shave,255,255,255
shaving,197,162,137
shear,191,191,191
shears,128,128,128
sheath,131,108,91
sheathing,133,98,73
shed,139,69,19
sheen,255,255,255
sheep,255,255,255
sheer,255,255,255
sheet,255,255,255
shelf,139,69,19
shell,84,49,24
shellfish,191,116,154
shelter,139,69,19
shelved,139,69,19
shepherd,168,194,168
sheriff,30,100,200
sherry,220,20,20
shield,128,128,128
shift,30,30,30
shifting,95,76,152
shilling,255,215,0
shimmer,255,215,0
shin,255,255,255
shine,255,235,127
shingle,139,69,19
ship,140,123,123
shipment,139,69,19
shipwreck,84,49,24
shire,139,69,19
shirt,255,255,255
shit,139,69,19
shiver,79,114,164
shivering,142,177,227
shock,255,140,0
shockingly,220,20,20
shoddy,139,69,19
shoe,174,150,134
shoemaker,139,69,19
shoot,125,25,25
shooter,81,64,51
shooting,220,20,20
shop,106,114,138
shopkeeper,139,69,19
shoplifting,30,30,30
shopping,127,79,27
shore,93,93,113
shorn,197,162,137
short,191,191,191
shortage,128,128,128
shortcoming,84,49,24
shorten,255,215,0
shortening,255,255,255
shorthand,255,255,255
shortly,142,157,100
shorts,30,100,200
shot,174,74,74
shoulder,197,87,99
shout,174,10,74
shove,220,20,20
shovel,191,191,191
shoveling,197,162,137
show,34,139,34
shower,142,177,227
showing,212,162,187
showy,128,0,128
shrapnel,220,20,20
shred,255,255,255
shriek,191,134,64
shrill,237,117,10
shrine,128,128,128
shrink,139,69,19
shrinking,191,191,191
shroud,30,30,30
shrub,34,139,34
shrubbery,34,139,34
shrug,128,128,128
shrunk,30,30,30
shuffle,191,171,64
shuffling,128,128,128
shun,30,30,30
shunt,128,128,128
shut,30,30,30
shutter,128,128,128
sic,191,191,191
sick,30,30,30
sickening,255,215,0
sickle,139,69,19
sickly,34,139,34
sickness,144,177,17
side,128,128,128
sideboard,139,69,19
siege,220,20,20
sieve,128,128,128
sight,142,177,227
sign,128,128,128
signal,220,20,20
signature,30,30,30
significance,32,119,117
significant,237,137,137
signification,128,128,128
signify,138,139,104
silent,191,191,191
silently,142,177,227
silhouette,62,62,62
silk,237,137,137
silken,255,255,255
silliness,255,160,90
silly,212,94,102
silt,139,69,19
silver,191,191,191
silvery,170,170,170
similar,220,20,20
similarity,255,255,255
simile,128,128,128
simmer,189,39,54
simmering,255,140,0
simplify,34,139,34
simply,255,255,255
simulate,139,69,19
simulation,191,171,64
simultaneously,128,128,128
sin,30,30,30
sincere,255,255,255
sincerity,255,255,255
sinful,125,25,25
sing,142,157,100
single,30,30,30
singular,255,140,0
singularity,142,122,15
sinister,30,30,30
sink,30,100,200
sinner,79,79,79
sinus,128,128,128
siphon,86,104,26
sir,79,114,164
siren,30,100,200
sissy,255,105,180
sister,255,105,180
sisterhood,255,105,180
site,30,100,200
sitting,139,69,19
situate,67,102,84
situated,255,255,255
situation,135,88,55
sixth,30,65,115
sixty,128,128,128
size,142,120,100
sizzle,220,20,20
skein,255,255,255
skeleton,255,255,255
skeptic,191,134,64
skeptical,64,122,120
skepticism,191,134,64
sketchy,130,113,100
skewer,128,128,128
ski,255,255,255
skid,133,98,73
skiff,84,84,109
skill,128,128,128
skilled,34,139,34
skillet,79,79,79
skim,255,255,255
skip,191,171,64
skipper,93,73,140
skirt,255,255,255
skirts,255,215,0
skit,220,20,20
skunk,30,30,30
sky,30,100,200
skyscraper,128,128,128
slack,197,104,9
slag,126,76,76
slam,179,44,19
slander,30,30,30
slanderous,30,30,30
slang,139,69,19
slant,81,133,81
slap,228,68,15
slash,125,25,25
slate,88,102,122
slates,30,30,30
slaughter,30,30,30
slaughterhouse,220,20,20
slave,106,88,76
slavery,30,30,30
slay,30,30,30
slayer,220,20,20
sleek,30,30,30
sleeper,139,69,19
sleeping,30,100,200
sleeplessness,128,128,128
sleepy,128,128,128
sleet,255,255,255
sleeve,255,255,255
sleeveless,139,69,19
sleigh,220,20,20
sleight,139,69,19
slender,255,105,180
slice,255,235,127
slick,139,69,19
slide,255,215,0
slight,191,191,191
slightly,255,215,0
slim,255,180,217
slime,34,139,34
slimy,139,69,19
sling,170,170,170
slink,142,122,15
slip,142,122,15
slipper,255,105,180
slit,30,30,30
sliver,128,128,128
slogan,220,20,20
slop,139,69,19
slope,141,118,101
sloppy,139,69,19
slot,30,30,30
sloth,133,98,73
slouch,136,83,46
slough,141,95,63
slow,255,215,0
slowly,133,98,73
slowness,139,69,19
sludge,30,30,30
slug,34,139,34
sluggish,113,101,93
sluice,57,92,154
slum,30,30,30
slump,30,100,200
slur,201,96,49
slush,138,138,150
slut,220,20,20
sly,191,171,64
smack,125,25,25
small,255,180,217
smaller,255,215,0
smash,255,140,0
smashed,84,49,24
smear,128,128,128
smell,139,69,19
smelling,139,69,19
smelt,174,74,74
smile,255,116,120
smiling,255,215,0
smirk,128,128,128
smite,220,20,20
smith,30,100,200
smoker,128,128,128
smoking,191,134,64
smoky,128,128,128
smoldering,220,20,20
smoothness,142,177,227
smother,77,45,70
smudge,139,69,19
smuggle,220,20,20
smuggler,220,20,20
smuggling,220,20,20
smut,30,30,30
snack,197,104,9
snacks,255,255,255
snag,142,122,15
snags,220,20,20
snail,133,98,73
snake,34,139,34
snapshot,255,255,255
snare,30,30,30
snarl,220,20,20
snatch,30,30,30
sneak,30,30,30
sneakers,255,255,255
sneaking,30,30,30
sneer,168,88,16
sneeze,34,139,34
sneezing,255,105,180
snide,30,30,30
sniff,220,20,20
snip,255,105,180
snob,34,139,34
snoopy,255,215,0
snooze,128,128,128
snore,128,128,128
snout,139,69,19
snow,255,255,255
snowball,255,255,255
snowflake,255,255,255
snowy,255,255,255
snuff,139,69,19
soak,57,92,154
soaking,30,100,200
soap,255,255,255
soapy,255,255,255
soaring,255,255,255
sob,30,100,200
soccer,30,30,30
sociable,255,140,0
social,30,100,200
socialism,181,71,17
socialist,220,20,20
sock,255,255,255
socket,180,180,180
sod,139,69,19
sofa,139,69,19
softening,255,105,180
softness,128,128,128
soggy,79,114,164
soil,111,59,21
soiled,139,69,19
solar,255,215,0
solder,128,128,128
soldier,34,139,34
sole,191,191,191
solicit,220,20,20
solicitation,127,79,27
solicitor,79,79,79
solidarity,30,30,30
solidification,191,191,191
solidified,139,69,19
solidify,255,215,0
solidity,141,118,101
solitary,128,128,128
solitude,30,100,200
solo,255,105,180
solubility,255,255,255
soluble,30,100,200
solution,34,139,34
solvent,30,100,200
somatic,255,255,255
somber,49,49,49
son,30,100,200
sonar,79,114,164
sonorous,30,65,115
soot,54,54,54
soothe,128,0,128
soothing,255,105,180
sophomore,34,139,34
soprano,255,105,180
sorcerer,79,15,79
sorcery,30,100,200
sore,174,10,74
sorely,30,30,30
soreness,220,20,20
sorghum,255,255,255
sorority,255,105,180
sorrow,30,30,30
sorrowful,54,72,97
sorter,220,20,20
sortie,220,20,20
sou,34,139,34
soulless,81,133,81
sound,139,174,139
soundness,255,255,255
soup,197,142,9
sour,255,177,0
source,255,255,255
sovereign,174,10,74
sow,139,69,19
spa,255,180,217
space,142,142,142
spacious,255,255,255
spade,128,128,128
span,191,191,191
spaniel,139,69,19
spank,93,26,26
spanking,220,20,20
spar,139,69,19
spare,255,255,255
spark,220,20,20
sparkle,255,235,127
sparring,220,20,20
sparse,255,255,255
spasm,106,103,21
spat,220,20,20
spatula,191,191,191
speaker,180,166,95
speaking,128,128,128
spear,220,20,20
specialize,34,139,34
species,139,69,19
specific,30,100,200
specification,144,122,107
specimen,139,69,19
speck,133,98,73
specs,30,100,200
spectacle,204,139,51
spectacles,179,44,19
spectator,255,255,255
specter,255,255,255
spectral,191,191,191
spectrometer,128,64,128
spectrophotometer,220,20,20
spectroscopy,255,140,0
spectrum,255,180,217
speculation,255,215,0
speculative,159,149,96
speculum,128,128,128
speech,167,135,167
speechless,255,255,255
speed,220,20,20
speedily,255,215,0
speedometer,128,128,128
speedway,30,30,30
speedy,243,125,6
spelling,220,20,20
spencer,128,0,128
spend,34,139,34
spent,30,30,30
spew,255,215,0
sphere,105,151,218
spherical,84,84,109
sphinx,139,69,19
spice,220,20,20
spicy,220,20,20
spider,30,30,30
spigot,255,255,255
spike,139,69,19
spiky,255,215,0
spill,30,100,200
spin,255,122,90
spinal,139,69,19
spindle,139,69,19
spine,237,137,137
spinning,30,100,200
spinster,30,100,200
spiny,220,20,20
spiral,81,133,81
spire,212,212,212
spirits,255,255,255
spiritual,255,255,255
spirituality,255,255,255
spit,255,215,0
spite,94,63,28
spiteful,31,66,31
splash,30,100,200
splendid,255,235,127
splendor,170,71,85
splice,137,122,109
splint,255,255,255
splinter,139,69,19
split,179,44,19
splurge,34,139,34
spoil,86,104,26
spoiler,30,30,30
spoiling,128,128,128
spoke,30,30,30
sponge,255,215,0
spongy,139,69,19
spoof,128,0,128
spook,255,255,255
spoon,128,128,128
spoonful,95,118,152
spore,34,139,34
sport,122,138,106
sportsman,139,69,19
spot,139,69,19
spotless,255,255,255
spotty,220,20,20
spouse,142,177,227
spout,30,100,200
sprain,79,114,164
spray,32,119,117
spread,142,177,227
sprinkling,30,100,200
sprite,30,30,30
sprout,34,139,34
spruce,144,197,144
spur,185,108,41
spurious,179,44,19
spurred,220,20,20
spy,30,30,30
squad,144,139,17
squadron,34,139,34
squall,71,85,115
squamous,128,128,128
square,197,162,137
squat,197,142,9
squatter,139,69,19
squeak,144,122,107
squeal,255,105,180
squeamish,86,104,26
squeeze,128,85,128
squeezing,201,53,49
squelch,139,69,19
squint,128,128,128
squire,30,100,200
squirm,255,215,0
squirt,30,100,200
stab,189,56,56
stability,142,142,142
stable,139,69,19
staccato,255,255,255
stack,141,128,73
staff,139,69,19
stag,139,69,19
staid,128,128,128
stain,179,44,19
stainless,255,255,255
staircase,139,69,19
stairway,139,69,19
stake,86,104,26
stale,128,128,128
stalk,133,98,73
stall,255,215,0
stalls,84,49,24
stalwart,30,100,200
stamina,220,20,20
stamp,125,25,25
stand,139,69,19
standard,142,177,227
standardize,128,128,128
standing,128,128,128
standstill,30,100,200
staple,30,100,200
star,255,255,255
starch,255,255,255
stare,255,255,255
stark,62,62,62
starlight,255,255,255
stars,255,235,127
start,34,139,34
startle,243,150,6
startling,220,20,20
starvation,30,30,30
starved,128,128,128
starving,30,30,30
state,34,139,34
stately,189,56,56
statement,93,26,26
stateroom,255,255,255
statesman,30,100,200
static,255,255,255
stationary,255,255,255
statistical,79,79,79
statistician,191,191,191
statuary,191,191,191
statue,170,170,170
statuette,128,128,128
stature,30,30,30
status,136,136,146
statute,137,161,194
stave,255,255,255
stay,128,0,128
stayed,30,100,200
stays,255,255,255
stead,139,69,19
steadfast,34,139,34
steady,180,190,151
steal,30,30,30
stealing,30,30,30
stealth,30,30,30
stealthily,30,30,30
stealthy,102,52,52
steamboat,255,255,255
steamer,79,114,164
steamroller,128,128,128
steamship,128,128,128
steamy,220,20,20
steel,128,128,128
steeple,191,191,191
steer,255,140,0
stellar,255,255,255
stem,34,139,34
stench,34,139,34
step,139,69,19
steppe,255,215,0
stereoscopic,30,100,200
stereotype,30,30,30
stereotyped,139,69,19
sterile,180,180,180
sterility,255,255,255
stern,30,30,30
stethoscope,79,79,79
steward,30,100,200
stewardship,128,128,128
stick,139,69,19
sticking,255,255,255
sticky,197,104,9
stiff,30,30,30
stiffness,102,56,22
stifle,191,191,191
stifled,30,30,30
stifling,220,20,20
stigma,30,30,30
stiletto,174,74,74
stillborn,30,30,30
stillness,30,100,200
stilts,139,69,19
stimulant,255,215,0
stimulation,128,0,128
stimulus,34,139,34
sting,237,117,10
stinging,220,20,20
stingy,81,133,81
stink,139,69,19
stinking,139,69,19
stint,139,69,19
stipulate,30,30,30
stipulation,174,10,74
stir,255,215,0
stirring,30,100,200
stock,34,139,34
stockbroker,255,255,255
stocking,220,20,20
stole,30,30,30
stolen,30,30,30
stomach,212,112,162
stone,128,128,128
stoneware,99,75,59
stony,128,128,128
stool,139,69,19
stools,139,69,19
stoop,128,128,128
stop,220,20,20
stoppage,179,44,19
stopper,162,72,55
stopping,220,20,20
stopwatch,191,171,64
storage,30,100,200
store,139,69,19
storehouse,255,255,255
storing,81,133,81
storm,128,128,128
storming,220,20,20
stormy,30,30,30
story,255,105,180
stout,139,69,19
stove,30,65,115
stow,139,69,19
straddle,139,69,19
straight,255,177,0
straightforward,255,226,191
strained,139,69,19
strait,79,114,164
straits,30,30,30
strand,84,49,24
stranded,132,87,75
stranger,30,30,30
strangle,93,26,26
strap,139,69,19
strapping,128,0,128
strata,139,69,19
strategic,237,137,137
strategist,81,69,81
strategy,255,197,127
stratification,139,69,19
stratum,84,49,24
stratus,191,191,191
straw,255,215,0
stray,174,112,49
streak,255,140,0
stream,30,100,200
streamer,255,215,0
streaming,30,100,200
street,62,62,62
strength,139,69,19
strengthen,81,133,81
strengthening,34,139,34
strenuous,220,20,20
stretch,255,180,217
stretcher,255,255,255
stricken,220,20,20
stride,142,177,227
strife,220,20,20
strike,220,20,20
string,216,193,176
stringy,255,255,255
stripe,30,30,30
stripped,30,30,30
strive,30,100,200
strobe,255,255,255
stroke,79,114,164
stronghold,95,52,95
strongly,220,20,20
structural,79,79,79
struggle,30,30,30
strut,191,116,154
stubble,66,43,26
stubby,128,128,128
stucco,191,191,191
stuck,128,128,128
stud,255,105,180
studded,95,95,95
student,255,255,255
studied,34,139,34
studio,128,0,128
study,30,100,200
stuff,79,79,79
stuffing,139,69,19
stuffy,128,128,128
stumble,197,142,9
stump,133,98,73
stunned,255,215,0
stunt,128,128,128
stupendous,191,107,64
stupid,255,140,0
stupidity,255,140,0
stupor,197,104,9
sturdy,139,69,19
sturgeon,128,128,128
stutter,139,69,19
sty,139,69,19
style,34,139,34
stylish,255,140,0
subatomic,255,215,0
subconscious,255,255,255
subcutaneous,255,105,180
subdivide,34,139,34
subduction,30,30,30
subdue,30,100,200
subdued,30,30,30
subito,128,64,128
subject,220,20,20
subjection,133,98,73
subjective,197,162,137
subjugation,57,39,27
subliminal,30,65,115
submarine,128,128,128
submerged,30,100,200
submersible,30,100,200
subordinate,67,79,27
subordination,84,49,24
subplot,30,30,30
subpoena,168,125,158
subscription,191,191,191
subsequence,81,133,81
subsequent,191,171,64
subsequently,128,128,128
subset,191,171,64
subside,128,128,128
subsidence,139,69,19
subsidiary,79,114,164
subsidize,34,139,34
subsidy,34,139,34
subsist,81,133,81
subsistence,142,154,102
subsoil,139,69,19
substance,255,215,0
substantiate,165,178,114
substantive,139,69,19
substitute,171,141,114
substitution,255,215,0
substructure,128,128,128
subterranean,139,69,19
subtle,212,149,102
subtlety,191,116,154
subtract,111,109,48
subtraction,30,30,30
suburban,139,69,19
suburbs,144,197,144
subversion,89,35,25
subversive,220,20,20
subway,79,114,164
succeed,142,157,100
succeeding,114,130,63
success,255,255,255
successful,34,139,34
succession,197,162,137
successive,34,139,34
successor,255,255,255
succulent,237,62,100
succumb,30,100,200
suck,255,105,180
sucker,127,79,27
sucking,255,105,180
suction,30,30,30
sudden,237,137,137
suddenly,142,85,15
sue,32,84,32
sufferer,30,30,30
suffering,62,62,62
suffice,128,128,128
sufficient,255,105,180
sufficiently,255,215,0
suffix,191,191,191
suffocating,30,30,30
suffocation,30,53,86
sugar,255,255,255
suggest,62,109,176
suggestion,34,139,34
suggestive,216,143,151
suicidal,30,30,30
suicide,30,30,30
suit,79,114,164
suite,128,128,128
sullen,79,79,79
sulphur,255,215,0
sultan,128,0,128
sultry,220,20,20
sum,34,139,34
summarily,125,25,25
summary,30,100,200
summation,144,177,17
summit,255,255,255
summon,30,30,30
summons,62,62,62
sump,139,69,19
sumptuous,128,0,128
sun,255,196,0
sunbeam,255,235,127
sundry,30,100,200
sunglass,30,30,30
sunglasses,84,49,24
sunk,216,141,6
sunless,30,30,30
sunlight,255,215,0
sunny,255,215,0
sunrise,255,215,0
sunshine,255,215,0
superannuation,34,139,34
superb,30,100,200
superficial,128,0,128
superfluous,255,197,127
superhuman,181,98,123
superimposed,255,255,255
superintendent,128,128,128
superior,255,255,255
superiority,243,176,176
superlative,128,0,128
superman,30,100,200
supermarket,86,104,26
supernatural,237,137,137
superposition,255,255,255
supersede,220,20,20
superstar,237,117,10
superstition,255,215,0
superstitious,30,30,30
supervise,174,74,74
supper,139,69,19
supplant,255,215,0
supple,255,105,180
supplement,34,139,34
supplemental,255,140,0
supplementary,30,100,200
supplication,255,255,255
supplies,34,139,34
supply,127,53,60
supported,255,255,255
supporter,34,139,34
supporting,128,128,128
supposing,139,69,19
suppress,69,83,103
suppression,62,62,62
supreme,128,0,128
supremely,30,100,200
surety,34,139,34
surf,30,100,200
surface,197,162,137
surge,237,117,10
surgery,255,255,255
surly,139,69,19
surmise,128,128,128
surplus,128,128,128
surprise,255,215,0
surprised,255,160,90
surprising,34,139,34
surprisingly,255,140,0
surrender,216,193,176
surrendering,255,255,255
surround,128,128,128
surrounding,30,100,200
surroundings,34,139,34
survey,187,142,134
surveying,139,69,19
surveyor,255,255,255
survive,81,69,81
surviving,220,20,20
susceptibility,191,191,191
suspect,64,99,64
suspected,128,128,128
suspend,79,79,79
suspenders,30,100,200
suspense,131,65,91
suspension,79,79,79
suspicion,79,79,79
suspicions,30,30,30
suspicious,66,43,26
sustained,30,30,30
swab,255,241,170
swagger,191,70,64
swallow,255,255,255
swamped,86,104,26
swampy,34,139,34
swan,255,255,255
swap,79,114,164
swarm,84,49,24
sway,81,69,81
swear,128,0,128
sweater,255,255,255
sweep,197,142,9
sweeten,255,105,180
sweetener,255,105,180
sweetheart,255,105,180
sweetie,255,105,180
sweetness,255,105,180
sweets,255,180,217
swell,30,100,200
swelling,220,20,20
sweltering,220,20,20
swerve,191,107,64
swift,255,255,255
swig,139,69,19
swim,30,100,200
swimming,30,100,200
swine,139,69,19
swing,255,105,180
swinging,255,215,0
switch,133,98,73
swollen,220,20,20
swoon,128,128,128
swoop,255,215,0
sword,128,128,128
syllable,255,255,255
symbol,34,139,34
symbolic,255,255,255
symbolically,255,255,255
symbolism,255,215,0
symmetric,255,255,255
symmetrical,110,128,153
symmetry,255,255,255
sympathetic,120,102,192
sympathy,142,177,227
symphony,142,177,227
symptom,127,79,27
symptomatic,30,30,30
synagogue,255,215,0
syncope,30,30,30
synergy,255,215,0
synod,142,142,142
synonym,255,235,127
synonymous,191,107,64
synopsis,142,177,227
synoptic,128,128,128
syntax,34,139,34
synthesis,34,139,34
synthetic,220,20,20
syringe,237,137,137
syrup,139,69,19
system,79,114,164
systematic,79,79,79
systematically,128,128,128
tabby,255,140,0
tabernacle,255,235,127
table,139,69,19
tableau,32,119,117
tablespoon,128,128,128
tablet,184,176,133
tableware,255,255,255
taboo,30,30,30
tabulate,30,30,30
tabulation,255,255,255
tachometer,128,128,128
tack,255,215,0
tackling,128,128,128
tacky,139,69,19
tact,255,105,180
tactics,131,108,91
tactile,255,105,180
taffy,255,105,180
tail,139,69,19
tailings,128,128,128
taint,102,52,52
taker,32,84,32
talent,174,10,74
talisman,142,122,15
talkative,220,20,20
tall,142,177,227
tallow,255,215,0
tally,237,80,10
talons,197,142,9
tan,139,69,19
tandem,34,139,34
tang,255,140,0
tangle,197,162,137
tangled,255,140,0
tank,128,128,128
tanned,139,69,19
tantamount,79,114,164
tap,170,132,85
tape,255,255,255
taper,133,98,73
tapering,30,30,30
tapestry,237,80,10
tar,30,30,30
tardiness,179,44,19
tardy,220,20,20
target,220,20,20
tariff,220,20,20
tarnish,84,49,24
tarry,128,128,128
tart,255,122,90
tartan,220,20,20
tartar,255,235,127
taste,30,100,200
tasteless,128,128,128
tasting,255,255,255
tasty,255,105,180
tattoo,30,30,30
taught,144,197,144
taunt,107,164,22
tavern,139,69,19
tawny,177,117,12
tax,34,139,34
taxicab,255,215,0
taxonomy,128,128,128
tea,34,139,34
teacher,79,114,164
tearful,255,105,180
tease,223,165,77
teasing,30,30,30
teat,255,105,180
technical,128,128,128
technician,255,255,255
tedious,84,49,24
tedium,128,128,128
teeming,30,65,115
teens,255,215,0
teeth,255,255,255
teflon,79,79,79
telegram,30,30,30
telegraph,30,30,30
telephone,84,49,24
telescope,30,65,115
telescopic,142,177,227
television,79,79,79
teller,34,139,34
telling,30,100,200
telltale,174,74,74
temper,34,139,34
tempera,197,87,99
temperament,170,170,170
temperance,255,255,255
temperate,191,191,191
temperature,220,20,20
tempered,128,128,128
tempest,57,57,69
temporal,139,69,19
temporarily,128,128,128
tempt,220,20,20
temptation,127,79,27
tempting,128,0,128
ten,128,128,128
tenacious,126,82,116
tenacity,30,30,30
tenant,102,79,79
tendency,139,114,141
tenderness,255,105,180
tendon,139,69,19
tenement,139,69,19
tenet,34,139,34
tenets,255,255,255
tennis,255,235,127
tense,220,20,20
tensile,128,128,128
tension,79,79,79
tent,32,119,117
tentacle,128,128,128
tentative,128,128,128
tenths,255,140,0
tenuous,128,0,128
tepid,142,120,100
terminal,30,30,30
terminate,30,30,30
termination,220,20,20
terminus,30,30,30
termite,139,69,19
terms,88,102,122
tern,255,105,180
ternary,255,105,180
terrible,30,30,30
terribly,30,30,30
terrier,139,69,19
terrific,30,30,30
territorial,104,92,24
territory,86,104,26
terror,30,30,30
terrorism,93,26,26
terrorist,30,30,30
terrorize,220,20,20
terse,255,215,0
tertiary,34,139,34
test,174,74,74
testament,255,255,255
testimonial,30,100,200
tetanus,220,20,20
tether,139,69,19
text,75,75,75
textbook,255,255,255
textile,255,255,255
textural,30,30,30
texture,191,191,191
thankful,255,140,0
thanksgiving,255,197,127
thatch,139,69,19
thaw,142,177,227
theater,220,20,20
theatrical,220,20,20
theft,62,20,62
theism,30,30,30
theistic,128,0,128
theme,220,20,20
theocracy,180,130,155
theocratic,128,128,128
